Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
11/19/2015,Credit card,,Identity theft / Fraud / Embezzlement,,,Company chooses not to provide a public response,Wells Fargo,MS,39056,Phone,11/24/2015,Closed with explanation,Yes,,1666097
11/19/2015,Debt collection,Medical,Taking/threatening an illegal action,Sued where didn't live/sign for debt,,Company believes it acted appropriately as authorized by contract or law,"Credico, Inc.",SD,571XX,Web,11/23/2015,Closed with explanation,Yes,Yes,1662922
11/19/2015,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,,,Rent Recovery Solutions,FL,331XX,Web,11/23/2015,Closed with explanation,Yes,,1662744
11/19/2015,Debt collection,Medical,False statements or representation,Attempted to collect wrong amount,,,Clark County Collection Service,NV,89131,Referral,11/23/2015,Closed with explanation,Yes,,1663799
11/18/2015,Credit reporting,,Incorrect information on credit report,Account status,,,TransUnion,MA,2780,Web,11/18/2015,In progress,Yes,,1661446
11/18/2015,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,,,Premier Portfolio Group,IN,462XX,Web,11/18/2015,In progress,Yes,,1661560
11/18/2015,Bank account or service,Checking account,"Account opening, closing, or management",,,Company chooses not to provide a public response,Wells Fargo,TX,75946,Referral,11/18/2015,Closed with explanation,Yes,,1660792
11/18/2015,Credit reporting,,Incorrect information on credit report,Account status,,Company chooses not to provide a public response,TransUnion,CA,951XX,Web,11/19/2015,Closed with non-monetary relief,Yes,,1662654
11/18/2015,Credit reporting,,Incorrect information on credit report,Public record,,,Experian,ID,83686,Web,11/19/2015,In progress,Yes,,1664078
11/18/2015,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,Navy FCU,GA,313XX,Web,11/18/2015,In progress,Yes,,1661394
11/18/2015,Credit card,,Billing disputes,,,,JPMorgan Chase,MD,20872,Referral,11/20/2015,Closed with explanation,Yes,,1661238
11/18/2015,Payday loan,,Can't contact lender,,,,CNG Financial Corporation,OH,430XX,Web,11/18/2015,Closed with explanation,Yes,,1661835
11/18/2015,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,,"Amsher Collection Services, Inc.",MO,64701,Phone,11/23/2015,In progress,Yes,,1661768
11/18/2015,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,KeyBank NA,NY,10990,Web,11/20/2015,Closed with explanation,Yes,,1660641
11/18/2015,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,FL,32128,Fax,11/20/2015,Closed with explanation,Yes,,1660466
11/18/2015,Credit reporting,,Incorrect information on credit report,Account terms,,,Equifax,VA,23224,Web,11/18/2015,In progress,Yes,,1661648
11/18/2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,Company chooses not to provide a public response,BB&T Financial,PA,18616,Web,11/19/2015,Closed with explanation,Yes,,1662624
11/18/2015,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,,,Equifax,TX,780XX,Web,11/18/2015,Closed with non-monetary relief,Yes,,1661386
11/18/2015,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,FL,33155,Postal mail,11/20/2015,Closed with explanation,Yes,,1660630
11/18/2015,Debt collection,,Communication tactics,Frequent or repeated calls,,Company believes the complaint is the result of a misunderstanding,Premier Portfolio Group,FL,334XX,Web,11/18/2015,Closed with explanation,Yes,,1661367
11/18/2015,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,,,"International Computer Systems, Inc.",MI,48360,Web,11/18/2015,Closed with explanation,Yes,Yes,1661015
11/18/2015,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Ocwen,CA,921XX,Web,11/18/2015,In progress,Yes,,1661893
11/18/2015,Bank account or service,Checking account,Deposits and withdrawals,,,,JPMorgan Chase,IL,60615,Referral,11/18/2015,Closed with explanation,Yes,Yes,1662486
11/18/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,NY,10037,Web,11/20/2015,Closed with explanation,Yes,,1660992
11/18/2015,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Bank of America,NY,10504,Referral,11/20/2015,In progress,Yes,,1660458
11/18/2015,Credit card,,APR or interest rate,,,,Capital One,NV,891XX,Web,11/18/2015,Closed with explanation,Yes,,1661436
11/18/2015,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,Company chooses not to provide a public response,Bank of America,CA,93728,Phone,11/20/2015,Closed with explanation,Yes,,1661293
11/18/2015,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,,,"GLA Collection Company, Inc.",KY,407XX,Web,11/18/2015,In progress,Yes,,1662449
11/18/2015,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,,,Synchrony Bank,TX,78212,Web,11/19/2015,Closed with explanation,Yes,,1662650
11/18/2015,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,,Company chooses not to provide a public response,Experian,MI,481XX,Web,11/18/2015,Closed with explanation,Yes,,1661409
11/18/2015,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,CA,95356,Postal mail,11/20/2015,Closed with explanation,Yes,,1661382
11/18/2015,Credit card,,Advertising and marketing,,,,Amex,NY,100XX,Web,11/18/2015,Closed with explanation,Yes,Yes,1661439
11/18/2015,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,FL,33155,Postal mail,11/20/2015,Closed with explanation,Yes,,1660793
11/18/2015,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,,,Experian,PA,152XX,Web,11/18/2015,In progress,Yes,,1661864
11/18/2015,Credit reporting,,Incorrect information on credit report,Account status,,,"Convergent Resources, Inc.",FL,33155,Postal mail,11/20/2015,Closed with explanation,Yes,,1660794
11/18/2015,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase,FL,329XX,Web,11/18/2015,In progress,Yes,,1661938
11/18/2015,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,NV,,Fax,11/20/2015,Closed with explanation,Yes,,1661963
11/18/2015,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,NC,27703,Postal mail,11/23/2015,Closed with explanation,Yes,,1660769
11/18/2015,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,,,Equifax,CA,95350,Postal mail,11/23/2015,Closed with explanation,Yes,,1661577
11/18/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,MI,48203,Web,11/18/2015,Closed with explanation,Yes,,1660626
11/18/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,Company chooses not to provide a public response,TransUnion,MI,48203,Web,11/18/2015,Closed with explanation,Yes,,1660625
11/18/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,ID,836XX,Web,11/18/2015,Closed with explanation,Yes,Yes,1662211
11/18/2015,Credit reporting,,Incorrect information on credit report,Account terms,,,TransUnion,VA,23832,Web,11/18/2015,In progress,Yes,,1660719
11/18/2015,Debt collection,,Disclosure verification of debt,Right to dispute notice not received,,,"Glasser and Glasser, PLC",VA,24401,Web,11/18/2015,Closed with explanation,Yes,,1661665
11/18/2015,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,,Company chooses not to provide a public response,TransUnion,IL,60487,Postal mail,11/20/2015,Closed with explanation,Yes,,1661169
11/18/2015,Credit reporting,,Incorrect information on credit report,Account status,,Company chooses not to provide a public response,TransUnion,CA,90764,Referral,11/23/2015,Closed with explanation,Yes,,1661688
11/18/2015,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,,,Equifax,FL,33511,Web,11/18/2015,Closed with explanation,Yes,,1661493
11/18/2015,Credit card,,Credit determination,,,,JPMorgan Chase,CT,068XX,Web,11/18/2015,Closed with explanation,Yes,,1661694
11/18/2015,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,VA,20109,Postal mail,11/20/2015,Closed with explanation,Yes,,1662221
11/18/2015,Credit reporting,,Incorrect information on credit report,Public record,,Company chooses not to provide a public response,Experian,MN,554XX,Web,11/18/2015,Closed with explanation,Yes,,1662070
11/18/2015,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,,,Experian,FL,33025,Web,11/18/2015,In progress,Yes,,1661970
11/18/2015,Credit reporting,,Credit reporting company's investigation,Inadequate help over the phone,,,Equifax,MD,208XX,Web,11/18/2015,In progress,Yes,,1661606
11/18/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,OH,45322,Postal mail,11/23/2015,Closed with explanation,Yes,,1661918
11/18/2015,Mortgage,Other mortgage,Settlement process and costs,,,,Ocwen,IL,601XX,Web,11/18/2015,Closed with explanation,Yes,,1661625
11/18/2015,Credit reporting,,Incorrect information on credit report,Account terms,,,Experian,VA,23832,Web,11/18/2015,In progress,Yes,,1660717
11/18/2015,Credit reporting,,Incorrect information on credit report,Public record,,,Equifax,MN,554XX,Web,11/18/2015,Closed with explanation,Yes,,1662071
11/18/2015,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Flagstar Bank,TX,77504,Web,11/18/2015,In progress,Yes,,1661385
11/18/2015,Credit card,,Rewards,,,,JPMorgan Chase,CA,921XX,Web,11/18/2015,Closed with explanation,Yes,,1661638
11/18/2015,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,PA,15110,Web,11/18/2015,Closed with explanation,Yes,,1660724
11/18/2015,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,,,JPMorgan Chase,FL,330XX,Web,11/18/2015,In progress,Yes,,1661634
11/18/2015,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,FL,33155,Postal mail,11/20/2015,Closed with explanation,Yes,,1662444
11/18/2015,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,Company chooses not to provide a public response,TransUnion,,24504,Web,11/18/2015,Closed with non-monetary relief,Yes,,1660434
11/18/2015,Bank account or service,Checking account,Deposits and withdrawals,,,Company chooses not to provide a public response,Bank of America,FL,33947,Referral,11/19/2015,Closed with monetary relief,Yes,,1660958
11/18/2015,Credit card,,Credit line increase/decrease,,,,Capital One,NC,275XX,Web,11/18/2015,Closed with explanation,Yes,Yes,1661971
11/18/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,FL,33810,Web,11/18/2015,In progress,Yes,,1661891
11/18/2015,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,,,Citibank,CA,921XX,Web,11/18/2015,In progress,Yes,,1661954
11/18/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,Company chooses not to provide a public response,Experian,MI,48219,Web,11/18/2015,Closed with non-monetary relief,Yes,,1660610
11/18/2015,Credit reporting,,Improper use of my credit report,Report shared with employer w/o consent,,,Equifax,FL,346XX,Web,11/18/2015,Closed with explanation,Yes,Yes,1661928
11/18/2015,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,,,Equifax,CA,96130,Web,11/18/2015,Closed with explanation,Yes,,1661001
11/18/2015,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,Company chooses not to provide a public response,"Allied Collection Services, Inc. (Nevada)",PA,170XX,Web,11/27/2015,Closed with explanation,Yes,,1662189
11/18/2015,Credit reporting,,Incorrect information on credit report,Account terms,,,Equifax,VA,23832,Web,11/18/2015,Closed with explanation,Yes,,1660718
11/18/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,AR,722XX,Web,11/18/2015,In progress,Yes,,1660759
11/18/2015,Credit reporting,,Incorrect information on credit report,Account terms,,,Experian,VA,23832,Web,11/18/2015,In progress,Yes,,1660714
11/18/2015,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,,,Equifax,SC,292XX,Web,11/19/2015,Closed with explanation,Yes,,1662637
11/18/2015,Credit reporting,,Incorrect information on credit report,Public record,,Company chooses not to provide a public response,Experian,MN,55403,Web,11/18/2015,Closed with explanation,Yes,,1662064
11/18/2015,Debt collection,Mortgage,Taking/threatening an illegal action,Seized/Attempted to seize property,,,Ocwen,NC,280XX,Web,11/19/2015,In progress,Yes,,1662453
11/18/2015,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,OH,45764,Web,11/18/2015,Closed with explanation,Yes,Yes,1660852
11/18/2015,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,FL,32839,Web,11/18/2015,Closed with explanation,Yes,,1661961
11/18/2015,Mortgage,Conventional adjustable mortgage (ARM),"Application, originator, mortgage broker",,,Company believes it acted appropriately as authorized by contract or law,Ditech Financial LLC,NJ,7869,Web,11/18/2015,Closed with explanation,Yes,,1661829
11/18/2015,Credit reporting,,Incorrect information on credit report,Public record,,,Equifax,MN,554XX,Web,11/18/2015,Closed with explanation,Yes,,1662065
11/18/2015,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,,Company believes it acted appropriately as authorized by contract or law,"HCFS Health Care Financial Services, Inc.",FL,33025,Web,11/18/2015,Closed with explanation,Yes,,1661969
11/18/2015,Bank account or service,Checking account,"Account opening, closing, or management",,,Company chooses not to provide a public response,SunTrust Bank,FL,32839,Referral,11/18/2015,Closed with explanation,Yes,,1660981
11/18/2015,Mortgage,Other mortgage,Other,,,,"Bayview Loan Servicing, LLC",NY,11416,Postal mail,11/24/2015,In progress,Yes,,1661602
11/18/2015,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"Nationwide Recovery Systems, Ltd",CA,928XX,Web,11/18/2015,Closed with explanation,Yes,,1661846
11/18/2015,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase,OR,97267,Referral,11/20/2015,In progress,Yes,,1660457
11/18/2015,Credit reporting,,Incorrect information on credit report,Public record,,,Experian,FL,328XX,Web,11/18/2015,In progress,Yes,,1661877
11/18/2015,Debt collection,Non-federal student loan,Cont'd attempts collect debt not owed,Debt was paid,,,"URS Holding, LLC",NH,3811,Referral,11/24/2015,Closed with explanation,Yes,,1662448
11/18/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,Company chooses not to provide a public response,TransUnion,CT,6019,Postal mail,11/20/2015,Closed with explanation,Yes,,1662451
11/18/2015,Credit reporting,,Incorrect information on credit report,Account terms,,,Equifax,FL,33511,Web,11/18/2015,Closed with explanation,Yes,Yes,1661494
11/18/2015,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,Company believes it acted appropriately as authorized by contract or law,"Enhanced Recovery Company, LLC",CA,928XX,Web,11/18/2015,Closed with non-monetary relief,Yes,,1661848
11/18/2015,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,,Company disputes the facts presented in the complaint,Cooper Hoffman Klein Associates,CO,80004,Web,11/18/2015,Closed with explanation,Yes,,1661164
11/18/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,Company chooses not to provide a public response,TransUnion,MI,48219,Web,11/18/2015,Closed with non-monetary relief,Yes,,1660609
11/18/2015,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,FL,32839,Web,11/18/2015,In progress,Yes,,1661960
11/18/2015,Bank account or service,Checking account,Deposits and withdrawals,,,Company chooses not to provide a public response,Bank of America,MN,55308,Referral,11/19/2015,Closed with explanation,Yes,,1660364
11/18/2015,Credit card,,Identity theft / Fraud / Embezzlement,,,,Amex,CA,94109,Phone,11/20/2015,Closed with explanation,Yes,,1661368
11/18/2015,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,Ocwen,CA,93727,Referral,11/20/2015,Closed with explanation,Yes,,1662562
11/18/2015,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,TX,77379,Web,11/19/2015,In progress,Yes,,1662553
11/18/2015,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,,Company chooses not to provide a public response,Experian,SC,292XX,Web,11/19/2015,Closed with non-monetary relief,Yes,,1662635
11/18/2015,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,"Select Portfolio Servicing, Inc",FL,34638,Web,11/18/2015,Closed with explanation,Yes,,1660615
11/18/2015,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,,,JPMorgan Chase,CA,910XX,Web,11/19/2015,In progress,Yes,,1662478
11/18/2015,Credit reporting,,Incorrect information on credit report,Account terms,,Company chooses not to provide a public response,TransUnion,VA,23832,Web,11/18/2015,Closed with explanation,Yes,,1660716
11/18/2015,Debt collection,Credit card,False statements or representation,Attempted to collect wrong amount,,,Encore Capital Group,CA,95123,Web,11/18/2015,Closed with explanation,Yes,,1661262
11/18/2015,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,Company believes it acted appropriately as authorized by contract or law,"The CMI Group, Inc.",NY,10025,Web,11/18/2015,Closed with non-monetary relief,Yes,,1661855
11/18/2015,Debt collection,Payday loan,Taking/threatening an illegal action,Sued where didn't live/sign for debt,,,"United Debt Holdings, LLC",OH,430XX,Web,11/19/2015,Closed with explanation,Yes,,1662575
11/18/2015,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,,"Convergent Resources, Inc.",IL,60042,Web,11/19/2015,Closed with explanation,Yes,,1662687
11/18/2015,Credit card,,Closing/Cancelling account,,,,Amex,FL,32836,Web,11/18/2015,Closed with explanation,Yes,Yes,1661128
